"","uniq.Subject","QueryID","n","mean.Perc.Ident","sd.Perc.Ident","uniq.Subject.Type","genus"
"1111","Schizoxylon_sp|MG281968|SH1651023.08FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Schizoxylon;s__Schizoxylon_sp","ASV2055",1,88.554,NA,"Fungi",NA
"1112","Limonomyces_sp|UDB0316570|SH2734136.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Limonomyces;s__Limonomyces_sp","ASV2056",1,86.62,NA,"Fungi",NA
"1113","Sphaerulina_chaenomelis|JQ793663|SH2337184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_chaenomelis","ASV2057",1,98.165,NA,"Fungi",NA
"1114","Peniophora_pithya|AF119520|SH1646462.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora_pithya","ASV2058",1,95.968,NA,"Fungi",NA
"1115","Fungi_sp|UDB0747166|SH2750648.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV2059",1,91.797,NA,"Fungi",NA
"1116","Ascomycota_sp|MN644593|SH3592078.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp","ASV206",1,92.991,NA,"Fungi",NA
"1117","Oculimacula_yallundae|AY266169|SH1545871.08FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Oculimacula;s__Oculimacula_yallundae","ASV2060",1,94.298,NA,"Fungi",NA
"1118","Gnomoniopsis_clavulata|EU254820|SH1615528.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Gnomoniopsis;s__Gnomoniopsis_clavulata","ASV2061",1,100,NA,"Fungi",NA
"1119","Sclerostagonospora_ericae|KX228268|SH1686981.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora;s__Sclerostagonospora_ericae","ASV2062",1,98.585,NA,"Fungi",NA
"1120","Seimatosporium_rosigenum|MG828960|SH1719587.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seimatosporium;s__Seimatosporium_rosigenum","ASV2457",1,95.614,NA,"Fungi",NA
"1121","Bannoa_hahajimensis|AB035897|SH1538823.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Bannoa;s__Bannoa_hahajimensis","ASV2458",1,95.185,NA,"Fungi",NA
"1122","Peniophoraceae_sp|GU721252|SH1646459.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__unidentified;s__Peniophoraceae_sp","ASV2065",1,97.2,NA,"Fungi",NA
"1123","Celosporium_sp|KM104087|SH1515091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Celosporium;s__Celosporium_sp","ASV2066",1,96.38,NA,"Fungi",NA
"1124","Colpoma_sp|UDB063137|SH1505253.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp","ASV2067",1,89.691,NA,"Fungi",NA
"1125","Alternaria_iridiaustralis|KP124435|SH2180524.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_iridiaustralis","ASV2068",1,98.755,NA,"Fungi",NA
"1126","Fungi_sp|UDB0379842|SH2739005.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp----Pleosporales_sp|UDB097347|SH1646219.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV207",2,93.137,0,"Fungi",NA
"1127","Vishniacozyma_sp|UDB0486910|SH2742177.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_sp","ASV2072",1,97.073,NA,"Fungi",NA
"1128","Papiliotrema_terrestris|EU200782|SH1576891.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_terrestris","ASV2074",1,99.559,NA,"Fungi",NA
"1129","Lasiosphaeriaceae_sp|MK247867|SH2707435.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__Lasiosphaeriaceae_sp","ASV2075",1,98.618,NA,"Fungi",NA
"1130","Tubeufiales_sp|UDB0468866|SH2720204.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__unidentified;g__unidentified;s__Tubeufiales_sp","ASV2076",1,99.519,NA,"Fungi",NA
"1131","Fungi_sp|UDB0749079|SH2750773.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV2077",1,93.127,NA,"Fungi",NA
"1132","Parateratosphaeria_altensteinii|FJ372394|SH1577473.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Parateratosphaeria;s__Parateratosphaeria_altensteinii","ASV2079",1,94.667,NA,"Fungi",NA
"1133","Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii","ASV208",1,98.571,NA,"Fungi",NA
"1134","Parafenestella_mackenziei|KY563071|SH1718884.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Parafenestella;s__Parafenestella_mackenziei----Synfenestella_sorbi|MK356325|SH2711010.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Synfenestella;s__Synfenestella_sorbi","ASV2080",2,94.784,2.64033672095056,"Fungi",NA
"1135","Colpoma_sp|UDB063137|SH1505253.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Colpoma;s__Colpoma_sp","ASV2081",1,89.691,NA,"Fungi",NA
"1136","Polyporales_sp|UDB0300725|SH1555630.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__unidentified;g__unidentified;s__Polyporales_sp","ASV2082",1,100,NA,"Fungi",NA
"1137","Exidia_glandulosa|UDB019524|SH1561143.08FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia;s__Exidia_glandulosa","ASV2084",1,99.592,NA,"Fungi",NA
"1138","Chrysozyma_griseoflava|AF444557|SH1522439.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Chrysozyma;s__Chrysozyma_griseoflava","ASV2085",1,98.616,NA,"Fungi",NA
"1139","Pleosporales_sp|MF629817|SH1525176.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV2086",1,96.522,NA,"Fungi",NA
"1140","Xylodon_erastii|MF382992|SH1544162.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__Xylodon_erastii","ASV2087",1,97.458,NA,"Fungi",NA
"1141","Trichomeriaceae_sp|UDB0437625|SH1597936.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__unidentified;s__Trichomeriaceae_sp","ASV2088",1,97.758,NA,"Fungi",NA
"1142","Corticiales_sp|KR494275|SH1612247.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__unidentified;g__unidentified;s__Corticiales_sp","ASV2089",1,96.414,NA,"Fungi",NA
"1143","Colacogloea_philyla|AF444506|SH1522427.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Colacogloea;s__Colacogloea_philyla","ASV209",1,88.312,NA,"Fungi",NA
"1144","Pseudomicrostroma_phylloplanum|DQ317630|SH1565106.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromatales_fam_Incertae_sedis;g__Pseudomicrostroma;s__Pseudomicrostroma_phylloplanum","ASV2090",1,98.718,NA,"Fungi",NA
"1145","Mycosphaerella_ellipsoidea|AY725545|SH2337128.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_ellipsoidea","ASV2091",1,100,NA,"Fungi",NA
"1146","Diatrypella_heveae|MF959501|SH1572192.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Diatrypella;s__Diatrypella_heveae","ASV2092",1,95.279,NA,"Fungi",NA
"1147","Elsinoaceae_sp|MK312258|SH2707285.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Elsinoaceae;g__unidentified;s__Elsinoaceae_sp","ASV2093",1,94.393,NA,"Fungi",NA
"1148","Colletotrichum_tofieldiae|GU227801|SH2219019.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum_tofieldiae","ASV2094",1,97.403,NA,"Fungi",NA
"1149","Murispora_medicaginicola|KT736083|SH1734454.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amniculicolaceae;g__Murispora;s__Murispora_medicaginicola","ASV2095",1,87.336,NA,"Fungi",NA
"1150","Radulidium_subulatum|EU041788|SH1650034.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Radulidium;s__Radulidium_subulatum","ASV2097",1,96.729,NA,"Fungi",NA
"1151","Conocybe_incarnata|UDB036792|SH1552075.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe;s__Conocybe_incarnata","ASV2098",1,96.512,NA,"Fungi",NA
"1152","Taphrina_sp|AY188378|SH1519976.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_sp","ASV2099",1,98.444,NA,"Fungi",NA
"1153","Hannaella_sinensis|AF444468|SH1522794.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_sinensis","ASV21",1,96.571,NA,"Fungi",NA
"1154","Hannaella_kunmingensis|AF444394|SH1522798.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_kunmingensis","ASV210",1,99.429,NA,"Fungi",NA
"1155","Erythrobasidiales_sp|LM644065|SH1613500.08FU|reps|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__unidentified;g__unidentified;s__Erythrobasidiales_sp","ASV2100",1,98.824,NA,"Fungi",NA
"1156","Tetraplosphaeria_nagasakiensis|AB524806|SH1651184.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Tetraplosphaeria;s__Tetraplosphaeria_nagasakiensis","ASV2101",1,100,NA,"Fungi",NA
"1157","Chytridiomycota_sp|UDB0280791|SH2735035.08FU|reps|k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Chytridiomycota_sp","ASV2102",1,97.59,NA,"Fungi",NA
"1158","Mrakia_sp|UDB0644462|SH2724468.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Mrakia;s__Mrakia_sp","ASV2103",1,93.08,NA,"Fungi",NA
"1159","Phoma_sp|MF399472|SH2703587.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma_sp","ASV2104",1,95.604,NA,"Fungi",NA
"1160","Saitozyma_sp|HQ832800|SH1565608.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_sp","ASV2105",1,95.089,NA,"Fungi",NA
"1161","Ascomycota_sp|AJ279454|SH1555457.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp----Fungi_sp|MF971527|SH1555495.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV2106",2,100,0,"Fungi",NA
"1162","Pleosporales_sp|DQ420936|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV2107",1,98.095,NA,"Fungi",NA
"1163","Cistella_sp|UDB0369260|SH2730459.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_sp","ASV2108",1,96.939,NA,"Fungi",NA
"1164","Pleosporales_sp|MF629817|SH1525176.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV211",1,98.684,NA,"Fungi",NA
"1165","Acremonium_hyalinulum|KP131521|SH1519342.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_hyalinulum","ASV2111",1,100,NA,"Fungi",NA
"1166","GS08_sp|UDB0522857|SH3324647.08FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS08;f__unidentified;g__unidentified;s__GS08_sp","ASV2112",1,92.857,NA,"Fungi",NA
"1167","Orbiliaceae_sp|UDB040379|SH1649860.08FU|reps|k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unidentified;s__Orbiliaceae_sp","ASV2113",1,96.014,NA,"Fungi",NA
"1168","Fusarium_langsethiae|AB587021|SH1610165.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_langsethiae","ASV2114",1,97.073,NA,"Fungi",NA
"1169","Tubeufiaceae_sp|UDB0260827|SH2728109.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__unidentified;s__Tubeufiaceae_sp","ASV2115",1,100,NA,"Fungi",NA
"1170","Diaporthe_angelicae|AY196779|SH1704080.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_angelicae","ASV2116",1,99.582,NA,"Fungi",NA
"1171","Papiliotrema_flavescens|AB035046|SH1749681.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_flavescens","ASV2117",1,100,NA,"Fungi",NA
"1172","Myrmecridium_phragmitis|JQ044425|SH1539608.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__Myrmecridium_phragmitis","ASV212",1,98.5,NA,"Fungi",NA
"1173","Pyrenochaetopsis_tabarestanensis|KF730241|SH1888152.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_tabarestanensis","ASV2120",1,99.541,NA,"Fungi",NA
"1174","Cephalosporium_sp|HQ630987|SH1545901.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Cephalosporium;s__Cephalosporium_sp","ASV2121",1,100,NA,"Fungi",NA
"1175","Endoconidioma_populi|AY604526|SH1515066.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma;s__Endoconidioma_populi","ASV2122",1,97.49,NA,"Fungi",NA
"1176","Tremellomycetes_sp|KT328634|SH1648404.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__Tremellomycetes_sp","ASV2123",1,94.643,NA,"Fungi",NA
"1177","Elsinoe_sp|KR476726|SH1798231.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Elsinoaceae;g__Elsinoe;s__Elsinoe_sp","ASV2124",1,100,NA,"Fungi",NA
"1178","Polyporales_sp|MN860131|SH1565980.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__unidentified;g__unidentified;s__Polyporales_sp","ASV2125",1,100,NA,"Fungi",NA
"1179","Acericola_italica|MF167428|SH1525103.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Acericola;s__Acericola_italica","ASV2126",1,91.176,NA,"Fungi",NA
"1180","Taphrina_sp|GQ999402|SH1519950.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_sp","ASV2127",1,98.031,NA,"Fungi",NA
"1181","Saitozyma_paraflava|AY395800|SH1565597.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_paraflava","ASV2128",1,98.667,NA,"Fungi",NA
"1182","Setomelanomma_holmii|UDB0245098|SH1616189.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setomelanomma;s__Setomelanomma_holmii","ASV2129",1,99.524,NA,"Fungi",NA
"1183","Hannaella_oryzae|NR_111063|SH2964219.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae----Hannaella_oryzae|AF314986|SH1522793.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae","ASV213",2,97.861,0,"Fungi",NA
"1184","Euteratosphaeria_verrucosiafricana|EU301087|SH1521415.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Euteratosphaeria;s__Euteratosphaeria_verrucosiafricana","ASV2130",1,92.273,NA,"Fungi",NA
"1185","Leptospora_rubella|UDB0358435|SH1595853.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_rubella","ASV2524",1,99.522,NA,"Fungi",NA
"1186","Pleosporales_sp|UDB099762|SH1525091.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV2132",1,97.537,NA,"Fungi",NA
"1187","Lecanora_sulphurea|MN959827|SH1507218.08FU|reps|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__Lecanora_sulphurea","ASV2133",1,97.895,NA,"Fungi",NA
"1188","Paraphaeosphaeria_angularis|MH859539|SH2705537.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_angularis","ASV2134",1,99.556,NA,"Fungi",NA
"1189","Pseudomicrostroma_phylloplanum|DQ317630|SH1565106.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Microstromatales_fam_Incertae_sedis;g__Pseudomicrostroma;s__Pseudomicrostroma_phylloplanum","ASV2135",1,99.359,NA,"Fungi",NA
"1190","Cystofilobasidium_infirmominiatum|AF444400|SH1650090.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__Cystofilobasidium_infirmominiatum","ASV2136",1,100,NA,"Fungi",NA
"1191","Microcyclospora_sp|GU269789|SH1564168.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Microcyclospora;s__Microcyclospora_sp","ASV2137",1,99.127,NA,"Fungi",NA
"1192","Fusicladium_effusum|AY251085|SH1626897.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Fusicladium;s__Fusicladium_effusum","ASV2139",1,96.491,NA,"Fungi",NA
"1193","Dissoconium_eucalypti|EF394855|SH1930245.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Dissoconium;s__Dissoconium_eucalypti","ASV214",1,100,NA,"Fungi",NA
"1194","Alternaria_metachromatica|JQ693660|SH1505864.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica","ASV2140",1,98.76,NA,"Fungi",NA
"1195","Endoconidioma_populi|AY604526|SH1515066.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma;s__Endoconidioma_populi","ASV2141",1,97.083,NA,"Fungi",NA
"1196","Spiculogloeomycetes_sp|MK050380|SH2712210.08FU|reps|k__Fungi;p__Basidiomycota;c__Spiculogloeomycetes;o__unidentified;f__unidentified;g__unidentified;s__Spiculogloeomycetes_sp","ASV2142",1,83.004,NA,"Fungi",NA
"1197","Fusarium_asiaticum|DQ459835|SH2456120.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_asiaticum----Gibberella_zeae|AB586992|SH1610160.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_zeae","ASV2539",2,99.515,0,"Fungi",NA
"1198","Microascospora_sp|FN394691|SH1519994.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Melanconiellaceae;g__Microascospora;s__Microascospora_sp","ASV2144",1,95.633,NA,"Fungi",NA
"1199","Pleosporales_sp|MF629817|SH1525176.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp","ASV2145",1,94.323,NA,"Fungi",NA
"1200","Phoma_aloes|KF777183|SH1686950.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma_aloes","ASV2147",1,95.69,NA,"Fungi",NA
"1201","Pyrenophora_tritici-repentis|MH857371|SH1575705.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora_tritici-repentis","ASV2148",1,99.048,NA,"Fungi",NA
"1202","Fungi_sp|UDB091375|SH2723625.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV2547",1,94.527,NA,"Fungi",NA
"1203","Chrysozymaceae_sp|UDB0259778|SH2731221.08FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__unidentified;s__Chrysozymaceae_sp","ASV2154",1,83.007,NA,"Fungi",NA
"1204","Papiliotrema_rajasthanensis|KY104474|SH1576895.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_rajasthanensis","ASV2155",1,97.436,NA,"Fungi",NA
"1205","Tubeufiaceae_sp|UDB0260827|SH2728109.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__unidentified;s__Tubeufiaceae_sp","ASV2157",1,96.135,NA,"Fungi",NA
"1206","Clohesyomyces_aquaticus|MF110612|SH1570151.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lindgomycetaceae;g__Clohesyomyces;s__Clohesyomyces_aquaticus","ASV2158",1,96.135,NA,"Fungi",NA
"1207","Alternaria_betae-kenyensis|KP124419|SH2180558.08FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_betae-kenyensis","ASV216",1,99.583,NA,"Fungi",NA
"1208","Leotiomycetes_sp|UDB0460378|SH2720297.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified;f__unidentified;g__unidentified;s__Leotiomycetes_sp","ASV2161",1,96.97,NA,"Fungi",NA
"1209","Lasiosphaeriaceae_sp|MK247867|SH2707435.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__Lasiosphaeriaceae_sp","ASV2162",1,97.717,NA,"Fungi",NA
"1210","Irpex_lacteus|MN749668|SH1573583.08FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Irpex;s__Irpex_lacteus","ASV668",1,99.635,NA,"Fungi",NA
"1211","Fungi_sp|EU480320|SH1514598.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp","ASV2557",1,95.833,NA,"Fungi",NA
"1212","Basidiomycota_sp|UDB0713327|SH3335691.08FU|reps|k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Basidiomycota_sp","ASV2558",1,90.141,NA,"Fungi",NA
"1213","Solicoccozyma_fuscescens|AF145319|SH2574340.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_fuscescens","ASV2166",1,100,NA,"Fungi",NA
"1214","Ophiosphaerella_sp|MN082418|SH2711634.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_sp","ASV2167",1,93.162,NA,"Fungi",NA
